Name,Citation,,Year,Country,Longitude,Latitude,Elevation (m),MAP (mm),MAT (��C),Soil type (FAO),Land-use type,,,depth,Sand,Silt,Clay,pH,soil C,soil N,soil P,SMB C,SMB N,SMB P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Lavahun, M.F.E., Joergensen, R.G., Meyer, B., 1993, Activity and biomass of soil microorganisms at different depths. Biology and Fertility of Soils, 23, 1, 38-42. Doi: 10.1007/BF00335816.",,,Germany,9,51,,,,Luvisols,Upland field,,Oil-seed rape,10~20,,,,,1083.33,90.15,,14.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Lavahun, M.F.E., Joergensen, R.G., Meyer, B., 1993, Activity and biomass of soil microorganisms at different depths. Biology and Fertility of Soils, 23, 1, 38-42. Doi: 10.1007/BF00335816.",,,Germany,9,51,,,,Luvisols,Upland field,,Oil-seed rape,20~30,,,,,1008.33,87.3,,14.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Lavahun, M.F.E., Joergensen, R.G., Meyer, B., 1993, Activity and biomass of soil microorganisms at different depths. Biology and Fertility of Soils, 23, 1, 38-42. Doi: 10.1007/BF00335816.",,,Germany,9,51,,,,Luvisols,Upland field,,Winter wheat,0~10,,,,,1008.33,89.1,,20.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Lavahun, M.F.E., Joergensen, R.G., Meyer, B., 1993, Activity and biomass of soil microorganisms at different depths. Biology and Fertility of Soils, 23, 1, 38-42. Doi: 10.1007/BF00335816.",,,Germany,9,51,,,,Luvisols,Upland field,,Winter wheat,10~20,,,,,1041.67,91.11,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Lavahun, M.F.E., Joergensen, R.G., Meyer, B., 1993, Activity and biomass of soil microorganisms at different depths. Biology and Fertility of Soils, 23, 1, 38-42. Doi: 10.1007/BF00335816.",,,Germany,9,51,,,,Luvisols,Upland field,,Winter wheat,20~30,,,,,1000,85.71,,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Mamilov, Anvar. Sh., Dilly, Oliver. M., 2002, Soil microbial eco-physiology as affected by short-term variations in environmental conditions, Soil Biology and Biochemistry, 34, 1283-1290.",,,Germany,10.23,54.07,,,,Arenosols,Upland field,"both FE and SIR were used to measure microbial biomass c, FE was used in this study",oat,,,,,,1008.33,72.14,,31.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Mamilov, Anvar. Sh., Dilly, Oliver. M., 2002, Soil microbial eco-physiology as affected by short-term variations in environmental conditions, Soil Biology and Biochemistry, 34, 1283-1290.",,,Germany,10.23,54.07,,,,Arenosols,Upland field,"both FE and SIR were used to measure microbial biomass c, FE was used in this study",oat,,,,,,1008.33,72.14,,24.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Marschner, Petra., Kandeler, Ellen., Marschner, Bernd., 2003, Structure and function of the soil microbial community in a long-term fertilizer experiment, Soil Biology and Biochemistry, 35, 453-461.",,,Germany,6.96,50.94,,,,Regosols,Upland field,,winter barley,0~5,,,,,558.33,70.71,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Marschner, Petra., Kandeler, Ellen., Marschner, Bernd., 2003, Structure and function of the soil microbial community in a long-term fertilizer experiment, Soil Biology and Biochemistry, 35, 453-461.",,,Germany,6.96,50.94,,,,Regosols,Upland field,,winter barley,0~5,,,,,583.33,68.57,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Marschner, Petra., Kandeler, Ellen., Marschner, Bernd., 2003, Structure and function of the soil microbial community in a long-term fertilizer experiment, Soil Biology and Biochemistry, 35, 453-461.",,,Germany,6.96,50.94,,,,Regosols,Upland field,,winter barley,0~5,,,,,666.67,79.29,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Marschner, Petra., Kandeler, Ellen., Marschner, Bernd., 2003, Structure and function of the soil microbial community in a long-term fertilizer experiment, Soil Biology and Biochemistry, 35, 453-461.",,,Germany,6.96,50.94,,,,Regosols,Upland field,,winter barley,0~5,,,,,683.33,77.86,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Marschner, Petra., Kandeler, Ellen., Marschner, Bernd., 2003, Structure and function of the soil microbial community in a long-term fertilizer experiment, Soil Biology and Biochemistry, 35, 453-461.",,,Germany,6.96,50.94,,,,Regosols,Upland field,,winter barley,0~5,,,,,691.67,73.57,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Martens, R., 1987, Estimation of microbial biomass in soil by the respiration method: importance of soil pH and flushing methods for the measurement of respired CO2, Soil Biology and Biochemistry, 19(1), 77-81.",,,Germany,10.33,52.23,,,,,Upland field,,,,,,,,1558.33,135.71,,34.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Martens, R., 1987, Estimation of microbial biomass in soil by the respiration method: importance of soil pH and flushing methods for the measurement of respired CO2, Soil Biology and Biochemistry, 19(1), 77-81.",,,Germany,10.67,52.25,,,,,Upland field,,,,,,,,1033.33,85.71,,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Martens, R., 1987, Estimation of microbial biomass in soil by the respiration method: importance of soil pH and flushing methods for the measurement of respired CO2, Soil Biology and Biochemistry, 19(1), 77-81.",,,Germany,10.72,52.25,,,,,Upland field,,,,,,,,1333.33,114.29,,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Martens, R., 1987, Estimation of microbial biomass in soil by the respiration method: importance of soil pH and flushing methods for the measurement of respired CO2, Soil Biology and Biochemistry, 19(1), 77-81.",,,Germany,10.72,52.25,,,,,Upland field,,,,,,,,900,78.57,,23.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Martens, R., 1987, Estimation of microbial biomass in soil by the respiration method: importance of soil pH and flushing methods for the measurement of respired CO2, Soil Biology and Biochemistry, 19(1), 77-81.",,,Germany,10.4,52.38,,,,,Upland field,,,,,,,,1150,100,,15.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Martens, R., 1987, Estimation of microbial biomass in soil by the respiration method: importance of soil pH and flushing methods for the measurement of respired CO2, Soil Biology and Biochemistry, 19(1), 77-81.",,,Germany,10.33,52.15,,,,,Upland field,,,,,,,,933.33,78.57,,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Martens, R., 1987, Estimation of microbial biomass in soil by the respiration method: importance of soil pH and flushing methods for the measurement of respired CO2, Soil Biology and Biochemistry, 19(1), 77-81.",,,Germany,10.9,52.08,,,,,Upland field,,,,,,,,2250,164.29,,33.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Martens, R., 1987, Estimation of microbial biomass in soil by the respiration method: importance of soil pH and flushing methods for the measurement of respired CO2, Soil Biology and Biochemistry, 19(1), 77-81.",,,Germany,10.31,52.2,,,,,Upland field,,,,,,,,833.33,71.43,,18.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Martens, R., 1987, Estimation of microbial biomass in soil by the respiration method: importance of soil pH and flushing methods for the measurement of respired CO2, Soil Biology and Biochemistry, 19(1), 77-81.",,,Germany,10.54,52.16,,,,,Upland field,,,,,,,,875,71.43,,22.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Martens, R., 1987, Estimation of microbial biomass in soil by the respiration method: importance of soil pH and flushing methods for the measurement of respired CO2, Soil Biology and Biochemistry, 19(1), 77-81.",,,Germany,10.54,52.16,,,,,Upland field,,,,,,,,1025,92.86,,29.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Martens, R., 1987, Estimation of microbial biomass in soil by the respiration method: importance of soil pH and flushing methods for the measurement of respired CO2, Soil Biology and Biochemistry, 19(1), 77-81.",,,Germany,7.08,51.17,,,,,Upland field,,,,,,,,1558.33,150,,28.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Martens, R., 1987, Estimation of microbial biomass in soil by the respiration method: importance of soil pH and flushing methods for the measurement of respired CO2, Soil Biology and Biochemistry, 19(1), 77-81.",,,Germany,7.08,51.17,,,,,Upland field,,,,,,,,13050,757.14,,98.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Martens, R., 1987, Estimation of microbial biomass in soil by the respiration method: importance of soil pH and flushing methods for the measurement of respired CO2, Soil Biology and Biochemistry, 19(1), 77-81.",,,Germany,10.45,52.23,,,,,Upland field,,,,,,,,916.67,78.57,,25.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Martens, R., 1987, Estimation of microbial biomass in soil by the respiration method: importance of soil pH and flushing methods for the measurement of respired CO2, Soil Biology and Biochemistry, 19(1), 77-81.",,,Germany,10.37,52.23,,,,,Upland field,,,,,,,,725,71.43,,16.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Martens, R., 1987, Estimation of microbial biomass in soil by the respiration method: importance of soil pH and flushing methods for the measurement of respired CO2, Soil Biology and Biochemistry, 19(1), 77-81.",,,Germany,10.38,52.26,,,,,Upland field,,,,,,,,9333.33,614.29,,76.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Martens, R., 1987, Estimation of microbial biomass in soil by the respiration method: importance of soil pH and flushing methods for the measurement of respired CO2, Soil Biology and Biochemistry, 19(1), 77-81.",,,Germany,10.45,52.3,,,,,Upland field,,,,,,,,850,64.29,,10.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Martens, R., 1987, Estimation of microbial biomass in soil by the respiration method: importance of soil pH and flushing methods for the measurement of respired CO2, Soil Biology and Biochemistry, 19(1), 77-81.",,,Germany,10.77,52.07,,,,,Upland field,,,,,,,,1000,85.71,,29.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Martens, R., 1987, Estimation of microbial biomass in soil by the respiration method: importance of soil pH and flushing methods for the measurement of respired CO2, Soil Biology and Biochemistry, 19(1), 77-81.",,,Germany,10.38,52.33,,,,,Upland field,,,,,,,,1266.67,92.86,,18.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Meyer, K., Joergensen, R.G., Meyer, B., 1997, The effects of reduced tillage on microbial biomass C and P in sandy loess soils, Applied Soil Ecology, 5, 71-79. Hartman, W.H., 2011. Microbial phosphorus cycling and community assembly in wetland soils and beyond. Department of Environment. Duke University, Norman, North Carolina, p. 157.",,,Germany,10.41,53.35,,580,,Luvisols,Upland field,Ploughed,"sugar beet, winter wheat, winter barley",0~10,,,,8.5,841.6666667,70,22.58064516,11.58333333,,0.512903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Meyer, K., Joergensen, R.G., Meyer, B., 1997, The effects of reduced tillage on microbial biomass C and P in sandy loess soils, Applied Soil Ecology, 5, 71-79. Hartman, W.H., 2011. Microbial phosphorus cycling and community assembly in wetland soils and beyond. Department of Environment. Duke University, Norman, North Carolina, p. 157.",,,Germany,10.41,53.35,,580,,Luvisols,Upland field,Ploughed,"sugar beet, winter wheat, winter barley",10~20,,,,8.5,858.3333333,71.42857143,22.58064516,12.25,,0.493548387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Meyer, K., Joergensen, R.G., Meyer, B., 1997, The effects of reduced tillage on microbial biomass C and P in sandy loess soils, Applied Soil Ecology, 5, 71-79. Hartman, W.H., 2011. Microbial phosphorus cycling and community assembly in wetland soils and beyond. Department of Environment. Duke University, Norman, North Carolina, p. 157.",,,Germany,10.41,53.35,,580,,Luvisols,Upland field,Ploughed,"sugar beet, winter wheat, winter barley",20~30,,,,8.5,808.3333333,67.14285714,22.58064516,11.33333333,,0.461290323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Meyer, K., Joergensen, R.G., Meyer, B., 1997, The effects of reduced tillage on microbial biomass C and P in sandy loess soils, Applied Soil Ecology, 5, 71-79. Hartman, W.H., 2011. Microbial phosphorus cycling and community assembly in wetland soils and beyond. Department of Environment. Duke University, Norman, North Carolina, p. 157.",,,Germany,10.41,53.35,,580,,Luvisols,Upland field,Ploughed,"sugar beet, winter wheat, winter barley",30~40,,,,8.5,466.6666667,39.28571429,15.48387097,3.5,,0.135483871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Meyer, K., Joergensen, R.G., Meyer, B., 1997, The effects of reduced tillage on microbial biomass C and P in sandy loess soils, Applied Soil Ecology, 5, 71-79. Hartman, W.H., 2011. Microbial phosphorus cycling and community assembly in wetland soils and beyond. Department of Environment. Duke University, Norman, North Carolina, p. 157.",,,Germany,10.41,53.35,,580,,Luvisols,Upland field,Ploughed,"sugar beet, winter wheat, winter barley",40~50,,,,8.5,316.6666667,27.14285714,11.61290323,1.416666667,,0.064516129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Meyer, K., Joergensen, R.G., Meyer, B., 1997, The effects of reduced tillage on microbial biomass C and P in sandy loess soils, Applied Soil Ecology, 5, 71-79. Hartman, W.H., 2011. Microbial phosphorus cycling and community assembly in wetland soils and beyond. Department of Environment. Duke University, Norman, North Carolina, p. 157.",,,Germany,10.41,53.35,,580,,Luvisols,Upland field,Ploughed,"sugar beet, winter wheat, winter barley",50~60,,,,8.5,241.6666667,20.71428571,9.35483871,1.083333333,,0.04516129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Meyer, K., Joergensen, R.G., Meyer, B., 1997, The effects of reduced tillage on microbial biomass C and P in sandy loess soils, Applied Soil Ecology, 5, 71-79. Hartman, W.H., 2011. Microbial phosphorus cycling and community assembly in wetland soils and beyond. Department of Environment. Duke University, Norman, North Carolina, p. 157.",,,Germany,10.41,53.35,,580,,Luvisols,Upland field,Unploughed,"sugar beet, winter wheat, winter barley",0~10,,,,8.5,1041.666667,85,23.22580645,15.33333333,,0.603225806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Meyer, K., Joergensen, R.G., Meyer, B., 1997, The effects of reduced tillage on microbial biomass C and P in sandy loess soils, Applied Soil Ecology, 5, 71-79. Hartman, W.H., 2011. Microbial phosphorus cycling and community assembly in wetland soils and beyond. Department of Environment. Duke University, Norman, North Carolina, p. 157.",,,Germany,10.41,53.35,,580,,Luvisols,Upland field,Unploughed,"sugar beet, winter wheat, winter barley",10~20,,,,8.5,783.3333333,65.71428571,23.5483871,8.083333333,,0.364516129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Meyer, K., Joergensen, R.G., Meyer, B., 1997, The effects of reduced tillage on microbial biomass C and P in sandy loess soils, Applied Soil Ecology, 5, 71-79. Hartman, W.H., 2011. Microbial phosphorus cycling and community assembly in wetland soils and beyond. Department of Environment. Duke University, Norman, North Carolina, p. 157.",,,Germany,10.41,53.35,,580,,Luvisols,Upland field,Unploughed,"sugar beet, winter wheat, winter barley",20~30,,,,8.5,725,59.28571429,22.90322581,7,,0.316129032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Meyer, K., Joergensen, R.G., Meyer, B., 1997, The effects of reduced tillage on microbial biomass C and P in sandy loess soils, Applied Soil Ecology, 5, 71-79. Hartman, W.H., 2011. Microbial phosphorus cycling and community assembly in wetland soils and beyond. Department of Environment. Duke University, Norman, North Carolina, p. 157.",,,Germany,10.41,53.35,,580,,Luvisols,Upland field,Unploughed,"sugar beet, winter wheat, winter barley",30~40,,,,8.5,466.6666667,37.85714286,15.48387097,2.666666667,,0.116129032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Meyer, K., Joergensen, R.G., Meyer, B., 1997, The effects of reduced tillage on microbial biomass C and P in sandy loess soils, Applied Soil Ecology, 5, 71-79. Hartman, W.H., 2011. Microbial phosphorus cycling and community assembly in wetland soils and beyond. Department of Environment. Duke University, Norman, North Carolina, p. 157.",,,Germany,10.41,53.35,,580,,Luvisols,Upland field,Unploughed,"sugar beet, winter wheat, winter barley",40~50,,,,8.5,325,27.14285714,11.61290323,1.5,,0.061290323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Meyer, K., Joergensen, R.G., Meyer, B., 1997, The effects of reduced tillage on microbial biomass C and P in sandy loess soils, Applied Soil Ecology, 5, 71-79. Hartman, W.H., 2011. Microbial phosphorus cycling and community assembly in wetland soils and beyond. Department of Environment. Duke University, Norman, North Carolina, p. 157.",,,Germany,10.41,53.35,,580,,Luvisols,Upland field,Unploughed,"sugar beet, winter wheat, winter barley",50~60,,,,8.5,266.6666667,21.42857143,10,1.166666667,,0.048387097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Quintern, M., Lein, M., Joergensen, R.G., 2006, Changes in soil-biological quality indices after long-term addition of shredded shrubs and biogenic waste cmpost., Journal of Plant Nutrient and Soil Science, 169, 488-493. Hartman, W.H., 2011. Microbial phosphorus cycling and community assembly in wetland soils and beyond. Department of Environment. Duke University, Norman, North Carolina, p. 157.",,,Germany,9.88,51.38,280,625,6.5,Luvisols,Upland field,Control,,0~20,,,,6.5,758.3333333,67.14285714,12.58064516,11.66666667,1.5,0.516129032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Quintern, M., Lein, M., Joergensen, R.G., 2006, Changes in soil-biological quality indices after long-term addition of shredded shrubs and biogenic waste cmpost., Journal of Plant Nutrient and Soil Science, 169, 488-493. Hartman, W.H., 2011. Microbial phosphorus cycling and community assembly in wetland soils and beyond. Department of Environment. Duke University, Norman, North Carolina, p. 157.",,,Germany,9.88,51.38,280,625,6.5,Luvisols,Upland field,Compost applied,,0~20,,,,6.5,966.6666667,88.57142857,14.51612903,14.58333333,2.071428571,0.677419355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Quintern, M., Lein, M., Joergensen, R.G., 2006, Changes in soil-biological quality indices after long-term addition of shredded shrubs and biogenic waste cmpost., Journal of Plant Nutrient and Soil Science, 169, 488-493. Hartman, W.H., 2011. Microbial phosphorus cycling and community assembly in wetland soils and beyond. Department of Environment. Duke University, Norman, North Carolina, p. 157.",,,Germany,9.88,51.38,280,625,6.5,Luvisols,Upland field,Shredded shrubs,,0~20,,,,6.5,1016.666667,81.42857143,14.19354839,16.91666667,2.5,0.612903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Quintern, M., Lein, M., Joergensen, R.G., 2006, Changes in soil-biological quality indices after long-term addition of shredded shrubs and biogenic waste cmpost., Journal of Plant Nutrient and Soil Science, 169, 488-493. Hartman, W.H., 2011. Microbial phosphorus cycling and community assembly in wetland soils and beyond. Department of Environment. Duke University, Norman, North Carolina, p. 157.",,,Germany,9.88,51.38,280,625,6.5,Luvisols,Upland field,no fertilizer,,0~20,,,,6.5,908.3333333,77.85714286,13.87096774,14.33333333,2,0.516129032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
